Global time spent: 36.0479
I(P) = 2359
Clustering configuration: 
 Partition 0 (302): [ 0 3 5 14 15 16 18 25 26 27 35 37 39 40 41 42 43 44 47 48 49 58 59 61 62 64 65 68 69 71 72 73 78 85 87 92 99 101 103 104 106 107 109 110 111 113 114 117 118 126 135 136 137 139 140 143 147 148 149 150 151 152 153 156 158 163 164 165 171 172 177 181 182 185 187 189 194 195 196 198 208 212 217 218 221 222 223 225 226 227 228 229 230 233 235 236 241 248 250 251 257 258 260 261 269 275 276 279 280 282 285 288 291 293 295 296 301 303 306 307 309 311 317 319 320 321 322 326 327 329 331 332 334 341 342 343 344 351 354 357 359 360 362 364 371 372 373 374 375 378 379 381 385 386 387 394 397 398 401 405 406 410 414 415 419 422 423 425 428 433 434 435 439 440 441 444 445 447 448 451 454 455 458 460 462 464 465 466 467 469 472 473 475 476 477 480 483 486 489 490 491 494 505 506 510 512 513 516 517 524 526 527 528 531 535 538 542 543 545 547 549 554 557 559 560 564 565 566 567 569 571 572 575 577 579 580 581 583 584 587 588 590 591 594 595 597 598 599 602 603 604 606 610 619 620 624 625 626 628 630 633 637 640 644 647 649 651 652 656 657 658 660 663 667 668 669 673 674 677 680 681 685 689 691 692 694 695 703 708 709 710 712 715 719 722 723 724 731 732 733 736 737 ] 
 Partition 1 (401): [ 1 2 4 6 7 8 9 10 11 12 13 17 20 21 23 24 28 29 30 31 32 33 34 36 38 45 46 50 51 52 53 54 55 56 57 60 63 66 67 70 74 75 76 77 79 80 81 82 83 84 86 88 89 90 91 93 94 95 96 97 98 100 102 105 108 112 116 119 120 121 122 123 124 127 128 129 131 132 133 134 138 141 142 144 145 146 154 155 157 159 160 161 162 166 167 168 169 170 173 174 175 176 178 183 184 186 190 191 192 193 197 199 200 201 202 203 204 205 207 209 211 213 214 215 216 219 220 224 231 234 238 240 242 243 244 245 246 247 249 252 253 254 255 256 259 262 263 264 265 266 267 268 270 271 273 274 277 278 283 284 286 287 289 290 292 294 297 298 299 300 302 305 308 310 312 313 314 315 316 318 323 324 328 330 333 335 336 337 338 339 340 345 346 347 348 349 350 352 355 356 358 361 363 365 366 368 369 370 376 377 380 382 383 384 388 389 390 391 392 393 395 396 399 400 402 403 404 407 409 411 412 413 416 417 418 420 421 424 426 429 430 431 432 436 437 438 442 443 446 449 450 452 453 456 459 461 463 468 470 471 474 481 482 484 485 487 488 492 493 495 496 497 498 499 500 502 504 507 508 509 511 514 515 518 519 520 521 522 523 525 529 530 532 533 534 536 537 539 540 541 544 546 548 550 551 552 553 555 556 558 561 562 568 570 573 574 576 578 582 585 586 589 592 593 596 600 601 605 607 608 609 611 613 614 616 617 618 621 622 623 627 629 631 632 634 635 636 638 639 641 642 643 645 646 648 650 653 654 655 659 661 662 664 665 666 670 671 675 676 678 679 682 684 686 687 688 690 693 696 698 699 700 701 704 705 706 707 711 714 716 717 718 720 721 725 726 727 728 729 730 734 ] 
 Partition 2 (31): [ 19 22 125 130 179 180 188 206 210 232 239 272 325 353 367 408 427 457 478 479 501 503 563 612 615 672 683 697 702 713 735 ] 
 Partition 3 (3): [ 115 237 281 ] 
 Partition 4 (1): [ 304 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,0,0
1,26.6667,13.3333
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,7.33333,3.66666
8,0.999999,0.333333
9,0,0
10,7.33333,3.66666
11,7.33333,3.66666
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,4.66666,0
19,6.33333,0
20,0,0
21,0,0
22,6.33333,0
23,0,0
24,0.999999,0.333333
25,0,0
26,5,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,7.33333,3.66666
34,7.33333,3.66666
35,10.3333,7.33333
36,0.999999,0.333333
37,0,0
38,0,0
39,10.3333,7.33333
40,5.33333,0
41,0,0
42,0,0
43,0,0
44,3.33333,0
45,7.33333,3.66666
46,19.3333,6.66666
47,35.3333,3.66666
48,0,0
49,5,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,6.99999,3.66666
56,0,0
57,6.99999,2
58,4.66666,0
59,0,0
60,0,0
61,3.33333,0
62,0,0
63,6.99999,3.66666
64,34.6666,3.66666
65,0,0
66,4.33333,4
67,6.66666,3.66666
68,0,0
69,7.66666,1.66667
70,4.33333,4
71,10.3333,6.66666
72,3.33333,0
73,5,0
74,6.66666,3.66666
75,6.66666,3.66666
76,6.66666,2
77,0,0
78,4.66666,0
79,6.66666,3.66666
80,0,0
81,0,0
82,6.66666,3.66666
83,0,0
84,0,0
85,0,0
86,24,12.6667
87,4.66666,0
88,0,0
89,0,0
90,23.6667,12.6667
91,0,0
92,0,0
93,6.66666,3.66666
94,6.66666,2
95,6.66666,3.66666
96,23.6667,12.6667
97,0.999999,0.333333
98,0,0
99,4,0
100,0,0
101,0,0
102,6.66666,3.66666
103,0,0
104,0,0
105,0,0
106,0,0
107,5.66666,0
108,0.999999,0.333333
109,4,0
110,0,0
111,10.3333,6.66666
112,0,0
113,0,0
114,0,0
115,29.3333,0
116,0,0
117,3,0
118,0,0
119,0,0
120,0.666666,0.333333
121,0.666666,0.333333
122,23,12.6667
123,0,0
124,6.66666,2
125,0.666666,0
126,0,0
127,0,0
128,0,0
129,6.66666,3.66666
130,0.666666,0
131,0,0
132,0,0
133,0,0
134,0.666666,0.333333
135,0,0
136,5.66666,0
137,3.66666,0
138,6.66666,3.66666
139,28.6666,3
140,3,0
141,0,0
142,4.33333,2.66666
143,0,0
144,6.33333,3.66666
145,6.33333,3.66666
146,0,0
147,0,0
148,28,3
149,0,0
150,0,0
151,1.33333,0
152,0,0
153,0,0
154,0,0
155,0,0
156,28,3
157,5.66666,3.66666
158,0,0
159,0.666666,0.333333
160,5.66666,3.66666
161,1.33333,0
162,0,0
163,27.3333,3
164,3,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,5.33333,3.66666
171,27,3
172,3.66666,0
173,5,3.66666
174,5,3.66666
175,0,0
176,4.33333,2.66666
177,3.33333,0
178,0,0
179,0.666666,0
180,0.666666,0
181,1.33333,0
182,0,0
183,0,0
184,0.666666,0.333333
185,26.3333,3
186,4.66666,3.66666
187,0,0
188,26.6667,0
189,3.33333,0
190,4.66666,3.66666
191,0,0
192,0,0
193,0,0
194,0,0
195,3.66666,0
196,9.66666,4.66666
197,4.66666,3.66666
198,4.66666,0
199,0,0
200,0,0
